source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Mecklenburg-Vorpommern: Drogen-Check-Programm beim Fusion-Festival,"Ecstasy, Kokain, Speed - auf dem Fusion-Festival können Besucher ihre Drogen auf Reinheit testen lassen. Das Programm soll die Sicherheit erhöhen und lebensgefährliche Verunreinigungen aufdecken.",https://www.tagesspiegel.de/gesellschaft/mecklenburg-vorpommern-drogen-check-programm-beim-fusion-festival-11900972.html,https://www.tagesspiegel.de/gesellschaft/panorama/images/drug-checking-auf-dem-fusion-festival/alternates/BASE_16_9_W1400/drug-checking-auf-dem-fusion-festival.jpeg,2024-06-25T15:20:41Z,Mecklenburg-Vorpommern startet nach eigenen Angaben das bundesweit erste rechtlich-gesicherte Drogen-Check-Programm auf großen Festivals. Abgegebene Drogen der Besucherinnen und Besucher des Fusion-F… [+2221 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Lärz: Fusion-Festival startet am Sonntag in den letzten Tag,"Musik, Tanz, Kultur, Party: Zahlreiche Acts erwarten Fusion-Besucher am fünften Tag des Techno- und Kulturfestivals. Abreisen müssen die Fans dann noch nicht.",https://www.tagesspiegel.de/berlin/larz-fusion-festival-startet-am-sonntag-in-den-letzten-tag-11928710.html,https://www.tagesspiegel.de/berlin/images/fusion-festival-feiert-25-jahriges-jubilaum/alternates/BASE_16_9_W1400/fusion-festival-feiert-25-jaehriges-jubilaeum.jpeg,2024-06-29T23:46:37Z,"Mit DJ Matthias Tanzmann, dem Hamburger Duo Extrawelt und Techno-DJ Josh Wink startet das Fusion-Festival in Mecklenburg-Vorpommern am Sonntag in den fünften und letzten Tag in diesem Jahr. Die Leute… [+1300 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Mecklenburg-Vorpommern: Drogen-Check-Programm beim Fusion-Festival,"Ecstasy, Kokain, Speed - auf dem Fusion-Festival können Besucher ihre Drogen auf Reinheit testen lassen. Das Programm soll die Sicherheit erhöhen und lebensgefährliche Verunreinigungen aufdecken.",https://www.tagesspiegel.de/gesellschaft/panorama/mecklenburg-vorpommern-drogen-check-programm-beim-fusion-festival-11900972.html,https://www.tagesspiegel.de/gesellschaft/panorama/images/drug-checking-auf-dem-fusion-festival/alternates/BASE_16_9_W1400/drug-checking-auf-dem-fusion-festival,2024-06-25T15:20:41Z,Mecklenburg-Vorpommern startet nach eigenen Angaben das bundesweit erste rechtlich-gesicherte Drogen-Check-Programm auf großen Festivals. Abgegebene Drogen der Besucherinnen und Besucher des Fusion-F… [+2221 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Mecklenburg-Vorpommern: Drogen-Check-Programm beim Fusion-Festival,"Ecstasy, Kokain, Speed - auf dem Fusion-Festival können Besucher ihre Drogen auf Reinheit testen lassen. Das Programm soll die Sicherheit erhöhen und lebensgefährliche Verunreinigungen aufdecken.",https://www.tagesspiegel.de/mecklenburg-vorpommern-drogen-check-programm-beim-fusion-festival-11900972.html,https://www.tagesspiegel.de/gesellschaft/panorama/images/drug-checking-auf-dem-fusion-festival/alternates/BASE_16_9_W1400/drug-checking-auf-dem-fusion-festival.jpeg,2024-06-25T15:20:41Z,Mecklenburg-Vorpommern startet nach eigenen Angaben das bundesweit erste rechtlich-gesicherte Drogen-Check-Programm auf großen Festivals. Abgegebene Drogen der Besucherinnen und Besucher des Fusion-F… [+2221 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Festivals: Nach regenreicher Nacht: Letzter Tag des Fusion-Festivals,Nach einer regenreichen Nacht ist das größte Musik- und Popkulturevent in MV in sein Finale gestartet. Am fünften Tag des Fusion-Festivals erwarteten die Besucher noch einmal zahlreiche Acts.,https://www.tagesspiegel.de/berlin/festivals-nach-regenreicher-nacht-letzter-tag-des-fusion-festivals-11930819.html,https://www.tagesspiegel.de/berlin/images/fusion-festival-feiert-25-jahriges-jubilaum3/alternates/BASE_16_9_W1400/fusion-festival-feiert-25-jaehriges-jubilaeum.jpeg,2024-06-30T12:46:38Z,"Mit DJ Matthias Tanzmann, dem Hamburger Duo Extrawelt und Techno-DJ Josh Wink ist das Fusion-Festival in Mecklenburg-Vorpommern am Sonntag in seinen fünften und letzten Tag gestartet. Die Unwetter in… [+2245 chars]"
"{'id': None, 'name': 'taz.de'}",Ernst Jordan,"Die Wahrheit: Ente gut, Koks gut",In Berlin mischt ein findiger Unternehmer mit seinem Ententaxi gleichzeitig die Tierschutz- und die Drogenbranche auf.,https://taz.de/Die-Wahrheit/!6014642/,https://taz.de/picture/7074467/948/35309471-1.jpeg,2024-06-21T05:32:00Z,"In Berlin mischt ein findiger Unternehmer mit seinem Ententaxi gleichzeitig die Tierschutz- und die Drogenbranche auf.
Diese niedlichen Küken sind in Wahrheit abgefeimte Drogenkuriere Foto: dpa
Ent… [+4886 chars]"
"{'id': None, 'name': 'taz.de'}",Oliver Domzalski,Die Wahrheit: Die Märchen der Gebrüder Kim,Eine kleine Geschichte von Großkorea formerly known as Russische Föderation oder einfach Russland.,https://taz.de/Die-Wahrheit/!6019055/,https://taz.de/picture/7090470/948/2zu1-1.jpeg,2024-06-29T07:25:00Z,"Eine kleine Geschichte von Großkorea formerly known as Russische Föderation oder einfach Russland.
 Illustration: Zeichnung: Rattelschneck
Mit einer Mischung aus Amüsement und Sorge schaute die Wel… [+6368 chars]"
"{'id': None, 'name': 'taz.de'}",Friedrich Küppersbusch,"Wahlen, Wahlen, Wahlen: Die Achse der Langeweile","Einzug in die Boring Street No. 10, Michelle Obama auf Malle, ein kontroverses Wappentier. Und wie man erfolgreich aus Plastikflaschen trinkt.",https://taz.de/Wahlen-Wahlen-Wahlen/!6019294/,https://taz.de/picture/7105556/948/35477582-1.jpeg,2024-07-07T14:22:00Z,"Einzug in die Boring Street No. 10, Michelle Obama auf Malle, ein kontroverses Wappentier. Und wie man erfolgreich aus Plastikflaschen trinkt.
Marine Le Pen vom Rassemblement National Foto: Christia… [+4776 chars]"
"{'id': None, 'name': 'STERN.de'}",https://www.facebook.com/stern,Drogenlabor: Fusion Festival: Dieses mobile Einsatzlabor testet Drogen auf Festivals,"Unglaublich: Ein mobiles Einsatzlabor testet Drogen auf Festivals, um ihre Zusammensetzung zu untersuchen. Wir haben einen Arzt auf dem Fusion Festival begleitet, der die Technik hinter dem Drogenlabor erklärt.",https://www.stern.de/gesundheit/video--dieses-mobile-einsatzlabor-testet-drogen-auf-festivals-34830472.html,https://image.stern.de/34830790/t/Pe/v1/w1440/r1.7778/-/drogenlabor.jpg,2024-06-26T18:07:00Z,Zugang zu allen STERN PLUS-Inhalten und Artikeln aus dem Print-Magazin
"{'id': None, 'name': 'STERN.de'}",STERN.de,Musikfestival zu Ende: Abreise beim Fusion-Festival - rund 79.000 Besucher,Lärz (lmv) - Beim Musik- und Theaterfestival Fusion in Lärz in Mecklenburg-Vorpommern sind laut Polizei in den vergangenen Tagen zu Spitzenzeiten etwa,https://www.stern.de/gesellschaft/regional/mecklenburg-vorpommern/musikfestival-zu-ende--abreise-beim-fusion-festival---rund-79-000-besucher-34844202.html,https://image.stern.de/34844204/t/-u/v1/w1440/r1.7778/-/01--fupywfrmvlv3axw800h600jpeg---f15c2197e2fff5fb.jpg,2024-07-01T15:06:37Z,"Die etwa 79.000 Besucher auf dem Fusion-Festival machen sich seit Sonntag auf den Heimweg. Wie bewertet die Polizei den Einsatz?
Beim Musik- und Theaterfestival Fusion in Lärz in Mecklenburg-Vorpomm… [+1264 chars]"
"{'id': None, 'name': 'STERN.de'}",STERN.de,Drogen: 13 hochgefährliche Drogen beim Fusion-Festival festgestellt,Auf dem Fusion-Festival am Wochenende hat das Land sein Drogen-Check-Programm gestartet. Ein mobiles Labor der Uni Rostock testete die Substanzen der Besucher in Minutenschnelle.,https://www.stern.de/gesellschaft/regional/mecklenburg-vorpommern/drogen--13-hochgefaehrliche-drogen-beim-fusion-festival-festgestellt-34847940.html,https://image.stern.de/34847942/t/jP/v1/w1440/r1.7778/-/02--o3tsvydgtpv4axw800h600jpeg---ad52a544c90193b9.jpg,2024-07-02T16:35:26Z,"Auf dem Fusion-Festival am Wochenende hat das Land sein Drogen-Check-Programm gestartet. Ein mobiles Labor der Uni Rostock testete die Substanzen der Besucher in Minutenschnelle.
Beim Fusion-Festiva… [+2151 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Bankenhochzeit: Größte Volksbank: Frankfurt und Aschaffenburg fusionieren,Für die Frankfurter Volksbank ist es die 22. Fusion seit 1990. Der Zusammenschluss mit der Raiffeisen-Volksbank Aschaffenburg ist aber ein ganz besonderer.,https://www.tagesspiegel.de/bankenhochzeit-grosste-volksbank-frankfurt-und-aschaffenburg-fusionieren-11910632.html,https://www.tagesspiegel.de/wirtschaft/images/frankfurter-volksbank/alternates/BASE_16_9_W1400/frankfurter-volksbank.jpeg,2024-06-27T03:42:08Z,Deutschlands Volksbanken haben eine neue Nummer eins: Mit dem Zusammenschluss der Frankfurter Volksbank und der Raiffeisen-Volksbank Aschaffenburg entsteht gemessen an der Bilanzsumme von zusammen 18… [+1669 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Gesundheitsversorgung: Diakoniewerk Halle und Diakonissenhaus in Teltow fusionieren,"Die Fusion führt zur Gründung des Diakonissenhauses Teltow in Sachsen-Anhalt, Berlin und Brandenburg. Der neue Verbund soll einige Schwerpunktbereiche deutlich stärken.",https://www.tagesspiegel.de/berlin/gesundheitsversorgung-diakoniewerk-halle-und-diakonissenhaus-in-teltow-fusionieren-11891582.html,https://www.tagesspiegel.de/berlin/images/diakoniewerk-halle/alternates/BASE_16_9_W1400/diakoniewerk-halle,2024-06-24T13:18:48Z,Das Diakoniewerk Halle und das Evangelische Diakonissenhaus Berlin Teltow Lehnin wollen sich zusammenschließen. Damit gehe der Betrieb aller Einrichtungen in Halle an das Berliner Diakonissenhaus übe… [+1348 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Bankenhochzeit: Größte Volksbank: Frankfurt und Aschaffenburg fusionieren,Für die Frankfurter Volksbank ist es die 22. Fusion seit 1990. Der Zusammenschluss mit der Raiffeisen-Volksbank Aschaffenburg ist aber ein ganz besonderer.,https://www.tagesspiegel.de/wirtschaft/bankenhochzeit-grosste-volksbank-frankfurt-und-aschaffenburg-fusionieren-11910632.html,https://www.tagesspiegel.de/wirtschaft/images/frankfurter-volksbank/alternates/BASE_16_9_W1400/frankfurter-volksbank.jpeg,2024-06-27T03:42:08Z,Deutschlands Volksbanken haben eine neue Nummer eins: Mit dem Zusammenschluss der Frankfurter Volksbank und der Raiffeisen-Volksbank Aschaffenburg entsteht gemessen an der Bilanzsumme von zusammen 18… [+1669 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Gesundheitsversorgung: Diakoniewerk Halle und Diakonissenhaus in Teltow fusionieren,"Die Fusion führt zur Gründung des Diakonissenhauses Teltow in Sachsen-Anhalt, Berlin und Brandenburg. Der neue Verbund soll einige Schwerpunktbereiche deutlich stärken.",https://www.tagesspiegel.de/gesundheitsversorgung-diakoniewerk-halle-und-diakonissenhaus-in-teltow-fusionieren-11891582.html,https://www.tagesspiegel.de/berlin/images/diakoniewerk-halle/alternates/BASE_16_9_W1400/diakoniewerk-halle,2024-06-24T13:18:48Z,Das Diakoniewerk Halle und das Evangelische Diakonissenhaus Berlin Teltow Lehnin wollen sich zusammenschließen. Damit gehe der Betrieb aller Einrichtungen in Halle an das Berliner Diakonissenhaus übe… [+1348 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Marius Gerards,Zum Start des Fusion-Festivals: Aktivisten machen in Berlin mit Adbusting-Aktion auf Hamas-Massaker aufmerksam,Zum Start des Fusion-Festivals haben mehrere Aktivisten im Berliner Zentrum mehrere gefälschte Werbeplakate aufgehangen. Das halten sie auf einem Bekennerschreiben fest.,https://www.tagesspiegel.de/berlin/zum-start-des-fusion-festivals-aktivisten-machen-in-berlin-mit-adbusting-aktion-auf-hamas-massaker-aufmerksam-11921027.html,https://www.tagesspiegel.de/berlin/images/102168jfif1/alternates/BASE_16_9_W1400/102168jfif.jpeg,2024-06-28T10:37:59Z,In der Nacht von Mittwoch zu Donnerstag haben Aktivisten mit einer Adbusting-Aktion mehrere Werbevitrinen im Berliner Zentrum gekapert und dort gefälschte Plakate aufgehängt. Das teilte die Gruppe M.… [+1925 chars]
"{'id': None, 'name': 'Telepolis.de'}",Thomas Pany,"Neue Realo-Sprache: ""Augsburg können wir noch verteidigen, München und Berlin nicht mehr""","Vom Pazifismus zum Realismus: Deutschlands neuer militärischer Diskurs. Frank Haun, Chef des Leopard-Herstellers KNDS, äußert sich kritisch zur deutschen Verteidigungsbereitschaft.",https://www.telepolis.de/features/Neue-Realo-Sprache-Augsburg-koennen-wir-noch-verteidigen-Muenchen-und-Berlin-nicht-mehr-9764799.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/4/7/0/6/Master_Leopard_2-d5db5849a6981b41.jpeg,2024-06-15T14:00:00Z,"Panzer Leopard 2 bei einer Übung in Deutschland. Archivbild (2012): synaxonag/ Flickr: ILÜ 2012 / CC BY 2.0 Deed 
Vom Pazifismus zum Realismus: Deutschlands neuer militärischer Diskurs. Frank Haun, … [+4098 chars]"
"{'id': None, 'name': 'N-tv.de'}",n-tv NACHRICHTEN,"6,7 Millionen Papiere: Telekom stockt bei T-Mobile US auf",Die US-Tochter T-Mobile ist die Ertragsperle im Telekom-Konzern. Die Mutter schließt nun eine Kaufoption mit der Softbank ab und baut ihren Anteil aus. Dafür nehmen den Bonner einen hohen dreistelligen Millionenbetrag in die Hand.,https://www.n-tv.de/wirtschaft/Telekom-stockt-bei-T-Mobile-US-auf-article25003194.html,https://bilder1.n-tv.de/img/incoming/crop25003204/4511327270-cImg_16_9-w1200/457181134.jpg,2024-06-10T09:27:14Z,Die US-Tochter T-Mobile ist die Ertragsperle im Telekom-Konzern. Die Mutter schließt nun eine Kaufoption mit der Softbank ab und baut ihren Anteil aus. Dafür nehmen den Bonner einen hohen dreistellig… [+1426 chars]
"{'id': None, 'name': 'STERN.de'}",STERN.de,Bankenhochzeit: Größte Volksbank: Frankfurt und Aschaffenburg fusionieren,Für die Frankfurter Volksbank ist es die 22. Fusion seit 1990. Der Zusammenschluss mit der Raiffeisen-Volksbank Aschaffenburg ist aber ein ganz besonderer.,https://www.stern.de/wirtschaft/news/bankenhochzeit--groesste-volksbank--frankfurt-und-aschaffenburg-fusionieren-34832972.html,https://image.stern.de/34832974/t/wc/v1/w1440/r1.7778/-/27--urnnewsmldpacom2009010124062799548503v2w800h600l232t208r3424b2209jpeg---ce7197c3be10034d.jpg,2024-06-27T03:39:56Z,"Für die Frankfurter Volksbank ist es die 22. Fusion seit 1990. Der Zusammenschluss mit der Raiffeisen-Volksbank Aschaffenburg ist aber ein ganz besonderer.
Deutschlands Volksbanken haben eine neue N… [+1742 chars]"
"{'id': None, 'name': 'Süddeutsche Zeitung'}",Süddeutsche Zeitung,Sicherheitspolitik: Habeck stoppt Verkauf von VW-Tochter nach China,"Volkswagen wollte das Gasturbinen-Geschäft von MAN Energy Solutions an eine Firma geben, die auch für die chinesische Marine arbeitet. Techniken wie diese müssten geschützt werden, sagt der Wirtschaftsminister – die Regierung hat den Deal untersagt.",https://www.sueddeutsche.de/wirtschaft/vw-gasturbinen-china-bundesregierung-verbot-lux.TAiM9MyZWowv6mMeFwsT7Y,https://www.sueddeutsche.de/2024/07/03/d4e6640c-6e3e-480f-b936-953da7813c07.jpeg?q=60&fm=webp&width=1200&rect=0%2C0%2C3281%2C1845,2024-07-03T13:24:30Z,"GHGT gehört zum Werftenkonzern China State Shipbuilding Corp (CSSC), der auch Schiffe für die chinesische Marine baut. MAN Energy Solutions produziert und wartet Gasturbinen mit derzeit 100 Mitarbeit… [+2007 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Nicholas Potter,Fusion Festival im Schatten des Gaza-Krieges: „Stop Genocide“ wird mit „Stop Hamas“ übersprüht,Vor Festivalbeginn sorgte die Fusion aufgrund ihrer widersprüchlichen Position zum Nahostkonflikt für Kritik. Am Ende haben in Lärz viele Mitarbeitende und Gäste ihre Antisemitismuskritik zum Ausdruck gebracht. Ein Besuch.,https://www.tagesspiegel.de/kultur/fusion-festival-im-schatten-des-gaza-krieges-stop-genocide-wird-mit-stop-hamas-uberspruht-11929769.html,https://www.tagesspiegel.de/images/fusion-festival-feiert-25-jahriges-jubilaum1/alternates/BASE_16_9_W1400/fusion-festival-feiert-25-jaehriges-jubilaeum.jpeg,2024-06-30T13:58:47Z,"Samstag in Lärz: Die Sonne knallt, die Bässe wummern. Barfüßige Hippies tanzen neben sportlichen Antifa-Kids, allerlei Substanzen sind im Spiel. Für einen Moment könnte man fast vergessen, dass die F… [+254 chars]"
"{'id': None, 'name': 'STERN.de'}",STERN.de,Max: Das muss man über den Streamingdienst wissen,Zahlreiche Videostreamingdienste haben sich auf dem deutschen Markt etabliert. Mit Max kommt ein weiterer hinzu.,https://www.stern.de/kultur/max--das-muss-man-ueber-den-streamingdienst-wissen-34809896.html,https://image.stern.de/34809900/t/-j/v1/w1440/r1.7778/-/18--das-muss-man-ueber-den-streamingdienst-wissen---16-9---spoton-article-1068769.jpg,2024-06-18T18:01:00Z,"Zahlreiche Videostreamingdienste haben sich auf dem deutschen Markt etabliert. Mit Max kommt ein weiterer hinzu.
Die Auswahl der Dienste, bei denen Abonnentinnen und Abonnenten in Deutschland Filme … [+3802 chars]"
"{'id': 't3n', 'name': 'T3n'}",,"Zwischen Wissenschaft, Technologie und Kreativität: Wie L’Oréal die Beauty-Tech-Branche revolutioniert","Die Tech-Welt ist schnelllebig – und auch andere Branchen werden ständig durch Technologie verändert. Die Beauty-Industrie ist da keine Ausnahme. Entdecke, wie die L’Oréal Gruppe dem Zahn der Zeit immer ein Stück voraus ist und wie sie mit ihren Innovationen …",https://t3n.de/news/wissenschaft-technologie-kreativitaet-loreal-beauty-tech-1630371/,https://t3n.de/news/wp-content/uploads/2024/06/LOREAL_CREAITECH_Credit-LOreal-1200.jpg,2024-06-17T11:45:31Z,"Zwischen Wissenschaft, Technologie und Kreativität: Wie LOréal die Beauty-Tech-Branche revolutioniert
Die Tech-Welt ist schnelllebig und auch andere Branchen werden ständig durch Technologie verände… [+5353 chars]"
"{'id': None, 'name': 'Designtagebuch.de'}",Achim Schaffrinna,Verizon vollzieht Brand-Refresh,"Der US-amerikanische Telekommunikationskonzern Verizon hat ein Brand-Refresh vollzogen. Die Aktualisierung des Markendesigns erfolgt in Zusammenhang mit der Einführung neuer Services und Leistungen (myHome, Verizon Access, Verizon Business Complete, u.a.).",https://www.designtagebuch.de/verizon-vollzieht-brand-refresh/,https://www.designtagebuch.de/wp-content/uploads/mediathek//2024/06/verizon-logo.jpg,2024-07-01T08:00:09Z,Der US-amerikanische Telekommunikationskonzern Verizon hat ein Brand-Refresh vollzogen. Die Aktualisierung des Markendesigns erfolgt in Zusammenhang mit der Einführung neuer Services und Leistungen (… [+4183 chars]
"{'id': None, 'name': 'Diepresse.com'}",Die Presse,Boeing übernimmt Zulieferer Spirit,Der US-Flugzeugbauer will seinen Zulieferer Spirit in einem milliardenschweren Aktiendeal übernehmen.,https://www.diepresse.com/18621350/boeing-uebernimmt-zulieferer-spirit,https://img.diepresse.com/public/incoming/yf8itv-SPIRIT-AEROSYSTM-RESULTS/alternates/DPR_SOCIAL_NACHRICHTEN/SPIRIT%20AEROSYSTM-RESULTS,2024-07-01T06:46:47Z,"Der US-Flugzeugbauer will seinen Zulieferer Spirit in einem milliardenschweren Aktiendeal übernehmen.
Der US-Flugzeugbauer Boeing will seinen angeschlagenen Zulieferer Spirit AeroSystems in einem ru… [+934 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",Fabian Schäfer (fab),Eklat bei den Krankenkassen: «Das permanente Hickhack war manchmal fast schon peinlich»,"Eine der treibenden Kräfte hinter dem Coup gegen die bisherigen Krankenkassenverbände ist der Chef der KPT, Thomas Harnischberg. Unter den «internen Fehden» habe das Ansehen der Branche gelitten, sagt er. Und trotz SVP-Hintergrund ist er des Lobes voll für di…",https://www.nzz.ch/schweiz/eklat-bei-den-krankenkassen-das-permanente-hickhack-war-manchmal-fast-schon-peinlich-ld.1836005,"https://img.nzz.ch/2024/06/20/bea4c584-e797-4ddd-8f91-4f46cb5bbd48.jpeg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=8082,4546,x0,y422&wmark=nzz",2024-06-20T12:00:00Z,"«Der Streit um den ambulanten Tarif war der Tropfen, der das Fass zum Überlaufen brachte»: Thomas Harnischberg, CEO der Krankenkasse KPT.
Herr Harnischberg, es gibt bereits zwei Krankenkassenverbänd… [+8371 chars]"
"{'id': None, 'name': 'Apfelpage.de'}",Roman van Genabith,Diese iPads sollen iPadOS 18 nicht mehr bekommen,"iPadOS 18 soll wohl nicht mehr alle iPads unterstützen, die zuletzt noch iPadOS 17 erhielten. Geräte, die mit dem A10X Fusion-Chip ausgestattet sind, sollen das Update nicht mehr erhalten, somit würden manche Modelle aus […]
Der Beitrag Diese iPads sollen iPa…",https://www.apfelpage.de/news/diese-ipads-sollen-ipados-18-nicht-mehr-bekommen/,https://www.apfelpage.de/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-05-um-19.43.33-564x317.png,2024-06-10T16:05:36Z,"iPadOS 18 soll wohl nicht mehr alle iPads unterstützen, die zuletzt noch iPadOS 17 erhielten. Geräte, die mit dem A10X Fusion-Chip ausgestattet sind, sollen das Update nicht mehr erhalten, somit würd… [+1678 chars]"
"{'id': None, 'name': 'Maclife.de'}",Jürgen Gorglich,iCloud-Support für virtuelle Maschinen in macOS Sequoia,Apple führt eine bedeutsame Verbesserung in seinem Virtualisierungsframework in macOS Sequoia ein: Mac-Benutzende können sich nun innerhalb von macOS-VMs bei iCloud anmelden. (Weiterlesen),https://www.maclife.de/news/macos-sequoia-icloud-support-vms-aktiviert-100124141.html,https://www.maclife.de/media/maclife/styles/tec_frontend_opengraph/public/images/editors/2024_25/image-124141--4612469.png?itok=BLh6ALwI,2024-06-20T12:32:51Z,"Vorher war es nicht möglich, sich bei iCloud auf macOS-VMs anzumelden, was die Nützlichkeit des Frameworks für Entwicklerinnen und Entwickler, die iCloud-Features testen mussten, sowie für Nutzende, … [+2585 chars]"
"{'id': None, 'name': 'N-tv.de'}",n-tv NACHRICHTEN,Schlag für MAN Energy Solutions: Bund schiebt chinesischer Übernahme Riegel vor,Die Bundesregierung kann Verkäufe ins Nicht-EU-Ausland in bestimmten Fällen untersagen. Beim Gasturbinen-Deal um MAN Energy Solutions mit China greift die Politik nun ein. Das Unternehmen dürfte damit wohl nur noch einen Teil seines Betriebs fortsetzen können.,https://www.n-tv.de/wirtschaft/Chinesen-duerfen-Gasturbinengeschaeft-MAN-Energy-Solutions-nicht-uebernehmen-Habeck-Gefahr-fuer-Sicherheit-article25060466.html,https://bilder3.n-tv.de/img/incoming/crop25060474/1751326674-cImg_16_9-w1200/e2ff45a57b2785826faadaf79474512b.jpg,2024-07-03T12:45:09Z,Die Bundesregierung kann Verkäufe ins Nicht-EU-Ausland in bestimmten Fällen untersagen. Beim Gasturbinen-Deal um MAN Energy Solutions mit China greift die Politik nun ein. Das Unternehmen dürfte dami… [+2209 chars]
"{'id': None, 'name': 'Telepolis.de'}",David Goeßmann,Preiskrieg mit China: Verliert Europa auch bei E-Auto-Batterien den Anschluss?,"China wie Nordamerika drohen Deutschland, Frankreich und Co. abzuhängen. Das liegt an industrieller Planlosigkeit, und ist nicht nur ökonomisch schädlich.",https://www.telepolis.de/features/Preiskrieg-mit-China-Verliert-Europa-auch-bei-E-Auto-Batterien-den-Anschluss-9773085.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/9/0/4/6/E_Auto_Batterie_Shutter-232f4b73b6404681.jpeg,2024-06-21T22:00:00Z,"Lithiumbatterie und Stromleitungen in Elektrofahrzeug. Bild: Shutterstock.com
China wie Nordamerika drohen Deutschland, Frankreich und Co. abzuhängen. Das liegt an industrieller Planlosigkeit, und i… [+5020 chars]"
"{'id': None, 'name': 'PC Games'}","Olaf Bleich,Benedikt Plass-Fleßenkämper,Lukas Schmid",Five Nights at Freddys: Wie aus einem Ein-Mann-Projekt ein Horror-Welterfolg wurde,"Erst Indie-Horror-Hit auf YouTube, dann Mega-Erfolg an den Kinokassen: Five Nights at Freddys ist längst zur Marke geworden. Wie das Ein-Mann-Projekt so populär wurde, erklären wir in unserer Reportage.",https://www.pcgames.de/Five-Nights-at-Freddys-Spiel-55541/Specials/Five-Nights-at-Freddys-Wie-aus-einem-Ein-Mann-Projekt-ein-Horror-Welterfolg-wurde-1450424/,https://www.pcgames.de/screenshots/original/2024/06/FNAF1_01-1-pc-games_artwork.jpg,2024-06-29T07:00:00Z,"An CD Projekt Reds Science-Fiction-Epos Cyberpunk 2077 arbeiteten mehr als 500 Menschen, an Rockstars Gangster-Drama Grand Theft Auto 5 sogar 1.000. Doch auch in Zeiten, in denen Spiele immer größer … [+5067 chars]"
"{'id': None, 'name': 'Faz.net'}",F.A.Z.,Traditionsunternehmen: Eigentümer stellt WMF neu auf,Das Geschäft mit Haushaltswaren läuft derzeit hierzulande mau. WMF hofft jetzt auf das Geschäft mit Kaffeevollautomaten und Heißluftfriteusen. Stationäre Geschäfte bleiben für das Traditionsunternehmen wichtig.,https://www.faz.net/aktuell/wirtschaft/unternehmen/traditionsunternehmen-eigentuemer-stellt-wmf-neu-auf-19783948.html,https://media1.faz.net/ppmedia/aktuell/962865375/1.9784483/facebook_teaser/fuer-jeden-topf-ein-deckel.jpg,2024-06-12T18:25:56Z,"Almeras hat seit Kurzem den Bereich Deutschland, Österreich und die Schweiz als General Manager unter sich. Denn bei der Württembergischen Metallwarenfabrik stehen die Zeichen auf Umbruch. Nach mehr … [+3900 chars]"
"{'id': 'focus', 'name': 'Focus'}",Von FOCUS-online-Autorin Annika van der Hoek,"Das ist über die Politikerin bekannt - Katrin Göring-Eckardt: Gehalt, Partner und Karriere",Zuletzt machte Katrin Göring-Eckardt mit einem Tweet über den Sieg der deutschen Nationalmannschaft Schlagzeilen. Seit 2021 ist die Grünen-Politikerin wieder Vizepräsidentin des Deutschen Bundestages. Das ist privat über sie bekannt. Von FOCUS-online-Autorin …,https://www.focus.de/politik/das-ist-ueber-die-politikerin-bekannt-katrin-goering-eckardt-gehalt-partner-und-karriere_id_260067506.html,https://p6.focus.de/img/politik/id_260067505/katrin-goering-eckardt-.jpg?im=Crop%3D%280%2C0%2C3771%2C1885%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=2cc9887add14e521ec2cd9d0d99f4b840d28da6190c198cbfec633efaeff21f8,2024-06-20T14:12:15Z,Zuletzt machte Katrin Göring-Eckardt mit einem Tweet über den Sieg der deutschen Nationalmannschaft Schlagzeilen. Seit 2021 ist die Grünen-Politikerin wieder Vizepräsidentin des Deutschen Bundestages… [+2494 chars]
